Node 1,Node 2,edge
29,28,10000.0
29,29,10000.0
29,30,1.0
29,31,10000.0
29,32,10000.0
29,33,10000.0
29,34,10000.0
29,35,10000.0
29,36,10000.0
29,37,10000.0
29,38,10000.0
29,39,10000.0
29,40,10000.0
29,41,10000.0
29,42,10000.0
29,43,10000.0
29,44,10000.0
29,45,10000.0
29,46,10000.0
29,47,10000.0
29,48,10000.0
29,49,10000.0
30,d,0.0
30,0,10000.0
30,1,10000.0
30,2,10000.0
30,3,10000.0
30,4,10000.0
30,5,10000.0
30,6,10000.0
30,7,10000.0
30,8,10000.0
30,9,10000.0
30,10,10000.0
30,11,10000.0
30,12,10000.0
30,13,10000.0
30,14,10000.0
30,15,10000.0
30,16,10000.0
30,17,10000.0
30,18,10000.0
30,19,10000.0
30,20,10000.0
30,21,10000.0
30,22,10000.0
30,23,10000.0
30,24,10000.0
30,25,10000.0
30,26,10000.0
30,27,10000.0
30,28,10000.0
30,29,10000.0
30,30,10000.0
30,31,1.0
30,32,10000.0
30,33,10000.0
30,34,10000.0
30,35,10000.0
30,36,10000.0
30,37,10000.0
30,38,100.0
30,39,10000.0
30,40,10000.0
30,41,10000.0
30,42,10000.0
30,43,10000.0
30,44,10000.0
30,45,10000.0
30,46,10000.0
30,47,10000.0
30,48,10000.0
30,49,10000.0
31,d,0.0
31,0,10000.0
31,1,10000.0
31,2,10000.0
31,3,10000.0
31,4,10000.0
31,5,10000.0
31,6,10000.0
31,7,10000.0
31,8,10000.0
31,9,10000.0
31,10,10000.0
31,11,10000.0
31,12,10000.0
31,13,10000.0
31,14,10000.0
31,15,10000.0
31,16,10000.0
31,17,10000.0
31,18,10000.0
31,19,10000.0
31,20,10000.0
31,21,10000.0
31,22,10000.0
31,23,10000.0
31,24,10000.0
31,25,10000.0
31,26,10000.0
31,27,10000.0
31,28,10000.0
31,29,10000.0
31,30,10000.0
31,31,10000.0
31,32,10000.0
31,33,10000.0
31,34,10000.0
31,35,10000.0
31,36,10000.0
31,37,10000.0
31,38,10000.0
31,39,10000.0
31,40,10000.0
31,41,10000.0
31,42,10000.0
31,43,10000.0
31,44,10000.0
31,45,10000.0
31,46,10000.0
31,47,10000.0
31,48,10000.0
31,49,10000.0
32,d,0.0
32,0,10000.0
32,1,10000.0
32,2,10000.0
32,3,10000.0
32,4,10000.0
32,5,10000.0
32,6,10000.0
32,7,10000.0
32,8,10000.0
32,9,10000.0
32,10,10000.0
32,11,10000.0
32,12,10000.0
32,13,10000.0
32,14,10000.0
32,15,10000.0
32,16,10000.0
32,17,10000.0
32,18,10000.0
32,19,10000.0
32,20,10000.0
32,21,10000.0
32,22,10000.0
32,23,10000.0
32,24,10000.0
32,25,10000.0
32,26,10000.0
32,27,10000.0
32,28,10000.0
32,29,10000.0
32,30,10000.0
32,31,10000.0
32,32,10000.0
32,33,1.0
32,34,10000.0
32,35,10000.0
32,36,10000.0
32,37,10000.0
32,38,10000.0
32,39,100.0
32,40,10000.0
32,41,10000.0
32,42,10000.0
32,43,10000.0
32,44,10000.0
32,45,10000.0
32,46,10000.0
32,47,10000.0
32,48,10000.0
32,49,10000.0
33,d,0.0
33,0,10000.0
33,1,10000.0
33,2,10000.0
33,3,10000.0
33,4,10000.0
33,5,10000.0
33,6,10000.0
33,7,10000.0
33,8,10000.0
33,9,10000.0
33,10,10000.0
33,11,10000.0
33,12,10000.0
33,13,10000.0
33,14,10000.0
33,15,10000.0
33,16,10000.0
33,17,10000.0
33,18,10000.0
33,19,10000.0
33,20,10000.0
33,21,10000.0
33,22,10000.0
33,23,10000.0
33,24,10000.0
33,25,10000.0
33,26,10000.0
33,27,10000.0
33,28,10000.0
33,29,10000.0
33,30,10000.0
33,31,10000.0
33,32,10000.0
33,33,10000.0
33,34,1.0
33,35,10000.0
33,36,10000.0
33,37,10000.0
33,38,10000.0
33,39,10000.0
33,40,10000.0
33,41,10000.0
33,42,10000.0
33,43,10000.0
33,44,10000.0
33,45,10000.0
33,46,10000.0
33,47,10000.0
33,48,10000.0
33,49,10000.0
34,d,0.0
34,0,10000.0
34,1,10000.0
34,2,10000.0
34,3,10000.0
34,4,10000.0
34,5,10000.0
34,6,10000.0
34,7,10000.0
34,8,10000.0
34,9,10000.0
34,10,10000.0
34,11,10000.0
34,12,10000.0
34,13,10000.0
34,14,10000.0
34,15,10000.0
34,16,10000.0
34,17,10000.0
34,18,10000.0
34,19,10000.0
34,20,10000.0
34,21,10000.0
34,22,10000.0
34,23,10000.0
34,24,10000.0
34,25,10000.0
34,26,10000.0
34,27,10000.0
34,28,10000.0
34,29,10000.0
34,30,10000.0
34,31,10000.0
34,32,10000.0
34,33,10000.0
34,34,10000.0
34,35,1.0
34,36,10000.0
34,37,10000.0
34,38,10000.0
34,39,10000.0
34,40,10000.0
34,41,10000.0
34,42,10000.0
34,43,10000.0
34,44,10000.0
34,45,10000.0
34,46,10000.0
34,47,10000.0
34,48,10000.0
34,49,10000.0
35,d,0.0
35,0,10000.0
35,1,10000.0
35,2,10000.0
35,3,10000.0
35,4,10000.0
35,5,10000.0
35,6,10000.0
35,7,10000.0
35,8,10000.0
35,9,10000.0
35,10,10000.0
35,11,10000.0
35,12,10000.0
35,13,10000.0
35,14,10000.0
35,15,10000.0
35,16,10000.0
35,17,10000.0
35,18,10000.0
35,19,10000.0
35,20,10000.0
35,21,10000.0
35,22,10000.0
35,23,10000.0
35,24,10000.0
35,25,10000.0
35,26,10000.0
35,27,10000.0
35,28,10000.0
35,29,10000.0
35,30,10000.0
35,31,10000.0
35,32,10000.0
35,33,10000.0
35,34,10000.0
35,35,10000.0
35,36,1.0
35,37,10000.0
35,38,10000.0
35,39,10000.0
35,40,10000.0
35,41,10000.0
35,42,10000.0
35,43,10000.0
35,44,10000.0
35,45,10000.0
35,46,10000.0
35,47,10000.0
35,48,10000.0
35,49,10000.0
36,d,0.0
36,0,10000.0
36,1,10000.0
36,2,10000.0
36,3,10000.0
36,4,10000.0
36,5,10000.0
36,6,10000.0
36,7,10000.0
36,8,10000.0
36,9,10000.0
36,10,10000.0
36,11,10000.0
36,12,10000.0
36,13,10000.0
36,14,10000.0
36,15,10000.0
36,16,10000.0
36,17,10000.0
36,18,10000.0
36,19,10000.0
36,20,10000.0
36,21,10000.0
36,22,10000.0
36,23,10000.0
36,24,10000.0
36,25,10000.0
36,26,10000.0
36,27,10000.0
36,28,10000.0
36,29,10000.0
36,30,10000.0
36,31,10000.0
36,32,10000.0
36,33,10000.0
36,34,10000.0
36,35,10000.0
36,36,10000.0
36,37,1.0
36,38,10000.0
36,39,10000.0
36,40,10000.0
36,41,10000.0
36,42,10000.0
36,43,10000.0
36,44,10000.0
36,45,10000.0
36,46,10000.0
36,47,10000.0
36,48,10000.0
36,49,10000.0
37,d,0.0
37,0,10000.0
37,1,10000.0
37,2,10000.0
37,3,10000.0
37,4,10000.0
37,5,10000.0
37,6,10000.0
37,7,10000.0
37,8,10000.0
37,9,10000.0
37,10,10000.0
37,11,10000.0
37,12,10000.0
37,13,10000.0
37,14,10000.0
37,15,10000.0
37,16,10000.0
37,17,10000.0
37,18,10000.0
37,19,10000.0
37,20,10000.0
37,21,10000.0
37,22,10000.0
37,23,10000.0
37,24,10000.0
37,25,10000.0
37,26,10000.0
37,27,10000.0
37,28,10000.0
37,29,10000.0
37,30,10000.0
37,31,10000.0
37,32,10000.0
37,33,10000.0
37,34,10000.0
37,35,10000.0
37,36,10000.0
37,37,10000.0
37,38,1.0
37,39,10000.0
37,40,10000.0
37,41,10000.0
37,42,10000.0
37,43,10000.0
37,44,100.0
37,45,10000.0
37,46,10000.0
37,47,10000.0
37,48,10000.0
37,49,10000.0
38,d,0.0
38,0,10000.0
38,1,10000.0
38,2,10000.0
38,3,10000.0
38,4,10000.0
38,5,10000.0
38,6,10000.0
38,7,10000.0
38,8,10000.0
38,9,10000.0
38,10,10000.0
38,11,10000.0
38,12,10000.0
38,13,10000.0
38,14,10000.0
38,15,10000.0
38,16,10000.0
38,17,10000.0
38,18,10000.0
38,19,10000.0
38,20,10000.0
38,21,10000.0
38,22,10000.0
38,23,10000.0
38,24,10000.0
38,25,10000.0
38,26,10000.0
38,27,10000.0
38,28,10000.0
38,29,10000.0
38,30,10000.0
38,31,10000.0
38,32,10000.0
38,33,10000.0
38,34,10000.0
38,35,10000.0
38,36,10000.0
38,37,10000.0
38,38,10000.0
38,39,10000.0
38,40,10000.0
38,41,10000.0
38,42,10000.0
38,43,10000.0
38,44,10000.0
38,45,10000.0
38,46,10000.0
38,47,10000.0
38,48,10000.0
38,49,10000.0
39,d,0.0
39,0,10000.0
39,1,10000.0
39,2,10000.0
39,3,10000.0
39,4,10000.0
39,5,10000.0
39,6,10000.0
39,7,10000.0
39,8,10000.0
39,9,10000.0
39,10,10000.0
39,11,10000.0
39,12,10000.0
39,13,10000.0
39,14,10000.0
39,15,10000.0
39,16,10000.0
39,17,10000.0
39,18,10000.0
39,19,10000.0
39,20,10000.0
39,21,10000.0
39,22,10000.0
39,23,10000.0
39,24,10000.0
39,25,10000.0
39,26,10000.0
39,27,10000.0
39,28,10000.0
39,29,10000.0
39,30,10000.0
39,31,10000.0
39,32,10000.0
39,33,10000.0
39,34,10000.0
39,35,10000.0
39,36,10000.0
39,37,10000.0
39,38,10000.0
39,39,10000.0
39,40,1.0
39,41,10000.0
39,42,10000.0
39,43,10000.0
39,44,10000.0
39,45,10000.0
39,46,10000.0
39,47,10000.0
39,48,10000.0
39,49,10000.0
40,d,0.0
40,0,10000.0
40,1,10000.0
40,2,10000.0
40,3,10000.0
40,4,10000.0
40,5,10000.0
40,6,10000.0
40,7,10000.0
40,8,10000.0
40,9,10000.0
40,10,10000.0
40,11,10000.0
40,12,10000.0
40,13,10000.0
40,14,10000.0
40,15,10000.0
40,16,10000.0
40,17,10000.0
40,18,10000.0
40,19,10000.0
40,20,10000.0
40,21,10000.0
40,22,10000.0
40,23,10000.0
40,24,10000.0
40,25,10000.0
40,26,10000.0
40,27,10000.0
40,28,10000.0
40,29,10000.0
40,30,10000.0
40,31,10000.0
40,32,10000.0
40,33,10000.0
40,34,10000.0
40,35,10000.0
40,36,10000.0
40,37,10000.0
40,38,10000.0
40,39,10000.0
40,40,10000.0
40,41,1.0
40,42,10000.0
40,43,10000.0
40,44,10000.0
40,45,100.0
40,46,10000.0
40,47,10000.0
40,48,10000.0
40,49,10000.0
41,d,0.0
41,0,10000.0
41,1,10000.0
41,2,10000.0
41,3,10000.0
41,4,10000.0
41,5,10000.0
41,6,10000.0
41,7,10000.0
41,8,10000.0
41,9,10000.0
41,10,10000.0
41,11,10000.0
41,12,10000.0
41,13,10000.0
41,14,10000.0
41,15,10000.0
41,16,10000.0
41,17,10000.0
41,18,10000.0
41,19,10000.0
41,20,10000.0
41,21,10000.0
41,22,10000.0
41,23,10000.0
41,24,10000.0
41,25,10000.0
41,26,10000.0
41,27,10000.0
41,28,10000.0
41,29,10000.0
41,30,10000.0
41,31,10000.0
41,32,10000.0
41,33,10000.0
41,34,10000.0
41,35,10000.0
41,36,10000.0
41,37,10000.0
41,38,10000.0
41,39,10000.0
41,40,10000.0
41,41,10000.0
41,42,1.0
41,43,10000.0
41,44,10000.0
41,45,10000.0
41,46,10000.0
41,47,10000.0
41,48,10000.0
41,49,10000.0
42,d,0.0
42,0,10000.0
42,1,10000.0
42,2,10000.0
42,3,10000.0
42,4,10000.0
42,5,10000.0
42,6,10000.0
42,7,10000.0
42,8,10000.0
42,9,10000.0
42,10,10000.0
42,11,10000.0
42,12,10000.0
42,13,10000.0
42,14,10000.0
42,15,10000.0
42,16,10000.0
42,17,10000.0
42,18,10000.0
42,19,10000.0
42,20,10000.0
42,21,10000.0
42,22,10000.0
42,23,10000.0
42,24,10000.0
42,25,10000.0
42,26,10000.0
42,27,10000.0
42,28,10000.0
42,29,10000.0
42,30,10000.0
42,31,10000.0
42,32,10000.0
42,33,10000.0
42,34,10000.0
42,35,10000.0
42,36,10000.0
42,37,10000.0
42,38,10000.0
42,39,10000.0
42,40,10000.0
42,41,10000.0
42,42,10000.0
42,43,1.0
42,44,10000.0
42,45,10000.0
42,46,10000.0
42,47,10000.0
42,48,10000.0
42,49,10000.0
43,d,0.0
43,0,10000.0
43,1,10000.0
43,2,10000.0
43,3,10000.0
43,4,10000.0
43,5,10000.0
43,6,10000.0
43,7,10000.0
43,8,10000.0
43,9,10000.0
43,10,10000.0
43,11,10000.0
43,12,10000.0
43,13,10000.0
43,14,10000.0
43,15,10000.0
43,16,10000.0
43,17,10000.0
43,18,10000.0
43,19,10000.0
43,20,10000.0
43,21,10000.0
43,22,10000.0
43,23,10000.0
43,24,10000.0
43,25,10000.0
43,26,10000.0
43,27,10000.0
43,28,10000.0
43,29,10000.0
43,30,10000.0
43,31,10000.0
43,32,10000.0
43,33,10000.0
43,34,10000.0
43,35,10000.0
43,36,10000.0
43,37,10000.0
43,38,10000.0
43,39,10000.0
43,40,10000.0
43,41,10000.0
43,42,10000.0
43,43,10000.0
43,44,1.0
43,45,10000.0
43,46,10000.0
43,47,10000.0
43,48,100.0
43,49,10000.0
44,d,0.0
44,0,10000.0
44,1,10000.0
44,2,10000.0
44,3,10000.0
44,4,10000.0
44,5,10000.0
44,6,10000.0
44,7,10000.0
44,8,10000.0
44,9,10000.0
44,10,10000.0
44,11,10000.0
44,12,10000.0
44,13,10000.0
44,14,10000.0
44,15,10000.0
44,16,10000.0
44,17,10000.0
44,18,10000.0
44,19,10000.0
44,20,10000.0
44,21,10000.0
44,22,10000.0
44,23,10000.0
44,24,10000.0
44,25,10000.0
44,26,10000.0
44,27,10000.0
44,28,10000.0
44,29,10000.0
44,30,10000.0
44,31,10000.0
44,32,10000.0
44,33,10000.0
44,34,10000.0
44,35,10000.0
44,36,10000.0
44,37,10000.0
44,38,10000.0
44,39,10000.0
44,40,10000.0
44,41,10000.0
44,42,10000.0
44,43,10000.0
44,44,10000.0
44,45,10000.0
44,46,10000.0
44,47,10000.0
44,48,10000.0
44,49,10000.0
45,d,0.0
45,0,10000.0
45,1,10000.0
45,2,10000.0
45,3,10000.0
45,4,10000.0
45,5,10000.0
45,6,10000.0
45,7,10000.0
45,8,10000.0
45,9,10000.0
45,10,10000.0
45,11,10000.0
45,12,10000.0
45,13,10000.0
45,14,10000.0
45,15,10000.0
45,16,10000.0
45,17,10000.0
45,18,10000.0
45,19,10000.0
45,20,10000.0
45,21,10000.0
45,22,10000.0
45,23,10000.0
45,24,10000.0
45,25,10000.0
45,26,10000.0
45,27,10000.0
45,28,10000.0
45,29,10000.0
45,30,10000.0
45,31,10000.0
45,32,10000.0
45,33,10000.0
45,34,10000.0
45,35,10000.0
45,36,10000.0
45,37,10000.0
45,38,10000.0
45,39,10000.0
45,40,10000.0
45,41,10000.0
45,42,10000.0
45,43,10000.0
45,44,10000.0
45,45,10000.0
45,46,1.0
45,47,10000.0
45,48,10000.0
45,49,100.0
46,d,0.0
46,0,10000.0
46,1,10000.0
46,2,10000.0
46,3,10000.0
46,4,10000.0
46,5,10000.0
46,6,10000.0
46,7,10000.0
46,8,10000.0
46,9,10000.0
46,10,10000.0
46,11,10000.0
46,12,10000.0
46,13,10000.0
46,14,10000.0
46,15,10000.0
46,16,10000.0
46,17,10000.0
46,18,10000.0
46,19,10000.0
46,20,10000.0
46,21,10000.0
46,22,10000.0
46,23,10000.0
46,24,10000.0
46,25,10000.0
46,26,10000.0
46,27,10000.0
46,28,10000.0
46,29,10000.0
46,30,10000.0
46,31,10000.0
46,32,10000.0
46,33,10000.0
46,34,10000.0
46,35,10000.0
46,36,10000.0
46,37,10000.0
46,38,10000.0
46,39,10000.0
46,40,10000.0
46,41,10000.0
46,42,10000.0
46,43,10000.0
46,44,10000.0
46,45,10000.0
46,46,10000.0
46,47,1.0
46,48,10000.0
46,49,10000.0
47,d,0.0
47,0,10000.0
47,1,10000.0
47,2,10000.0
47,3,10000.0
47,4,10000.0
47,5,10000.0
47,6,10000.0
47,7,10000.0
47,8,10000.0
47,9,10000.0
47,10,10000.0
47,11,10000.0
47,12,10000.0
47,13,10000.0
47,14,10000.0
47,15,10000.0
47,16,10000.0
47,17,10000.0
47,18,10000.0
47,19,10000.0
47,20,10000.0
47,21,10000.0
47,22,10000.0
47,23,10000.0
47,24,10000.0
47,25,10000.0
47,26,10000.0
47,27,10000.0
47,28,10000.0
47,29,10000.0
47,30,10000.0
47,31,10000.0
47,32,10000.0
47,33,10000.0
47,34,10000.0
47,35,10000.0
47,36,10000.0
47,37,10000.0
47,38,10000.0
47,39,10000.0
47,40,10000.0
47,41,10000.0
47,42,10000.0
47,43,10000.0
47,44,10000.0
47,45,10000.0
47,46,10000.0
47,47,10000.0
47,48,1.0
47,49,10000.0
48,d,0.0
48,0,10000.0
48,1,10000.0
48,2,10000.0
48,3,10000.0
48,4,10000.0
48,5,10000.0
48,6,10000.0
48,7,10000.0
48,8,10000.0
48,9,10000.0
48,10,10000.0
48,11,10000.0
48,12,10000.0
48,13,10000.0
48,14,10000.0
48,15,10000.0
48,16,10000.0
48,17,10000.0
48,18,10000.0
48,19,10000.0
48,20,10000.0
48,21,10000.0
48,22,10000.0
48,23,10000.0
48,24,10000.0
48,25,10000.0
48,26,10000.0
48,27,10000.0
48,28,10000.0
48,29,10000.0
48,30,10000.0
48,31,10000.0
48,32,10000.0
48,33,10000.0
48,34,10000.0
48,35,10000.0
48,36,10000.0
48,37,10000.0
48,38,10000.0
48,39,10000.0
48,40,10000.0
48,41,10000.0
48,42,10000.0
48,43,10000.0
48,44,10000.0
48,45,10000.0
48,46,10000.0
48,47,10000.0
48,48,10000.0
48,49,10000.0
49,d,0.0
49,0,10000.0
49,1,10000.0
49,2,10000.0
49,3,10000.0
49,4,10000.0
49,5,10000.0
49,6,10000.0
49,7,10000.0
49,8,10000.0
49,9,10000.0
49,10,10000.0
49,11,10000.0
49,12,10000.0
49,13,10000.0
49,14,10000.0
49,15,10000.0
49,16,10000.0
49,17,10000.0
49,18,10000.0
49,19,10000.0
49,20,10000.0
49,21,10000.0
49,22,10000.0
49,23,10000.0
49,24,10000.0
49,25,10000.0
49,26,10000.0
49,27,10000.0
49,28,10000.0
49,29,10000.0
49,30,10000.0
49,31,10000.0
49,32,10000.0
49,33,10000.0
49,34,10000.0
49,35,10000.0
49,36,10000.0
49,37,10000.0
49,38,10000.0
49,39,10000.0
49,40,10000.0
49,41,10000.0
49,42,10000.0
49,43,10000.0
49,44,10000.0
49,45,10000.0
49,46,10000.0
49,47,10000.0
49,48,10000.0
49,49,10000.0
